shared_gene,phenotype,concurrency_phenotype,concurrency_gene,Total_concurrency
['SLC18A2'],"['Limb dystonia', 'Poor head control', 'Poor head control', 'Generalized hypotonia', 'Hypertonia', 'Gait disturbance', 'Spastic tetraparesis', 'Intellectual disability, mild', 'Hypotonia', 'Ataxia', 'Ataxia', 'Abnormality of the vasculature', 'Dysarthria', 'Dysarthria', 'Global developmental delay', 'Global developmental delay', 'Delayed ability to sit', 'Hyperreflexia', 'Dystonia', 'Dystonia', 'Autosomal recessive inheritance', 'Tremor', 'Tremor', 'Parkinsonism', 'Parkinsonism', 'Axial hypotonia', 'Axial hypotonia', 'Stooped posture', 'Temperature instability', 'Cognitive impairment', 'Dysdiadochokinesis', 'Dysdiadochokinesis', 'Oculogyric crisis', 'Oculogyric crisis', 'Infantile onset', 'Elevated urinary homovanillic acid', 'Shuffling gait', 'Shuffling gait', 'Sleep abnormality', 'Sleep abnormality', 'Incoordination', 'Orofacial dyskinesia', 'Delayed ability to walk', 'Abnormality of coordination', 'Stridor', 'Hyperhidrosis', 'Hyperhidrosis', 'Fatigue', 'Fatigue', 'Hypernasal speech', 'Hypernasal speech', 'Abnormal autonomic nervous system physiology', 'Hypomimic face', 'Hypomimic face', 'Inappropriate crying', 'Abnormality of eye movement', 'Abnormal foot morphology', 'Secondary microcephaly', 'Ptosis', 'Ptosis']",352,0,352
['26S proteasome complex subunit SEM1'],[],0,0,0
['SL3/AKV core-binding factor alpha B subunit'],[],0,0,0
['Synonyms=KIAA0585'],[],0,0,0
['Atrial natriuretic factor 1-33'],[],0,0,0
['Pyruvate dehydrogenase complex component E2'],[],0,0,0
['Serine/threonine-protein kinase ULK2'],[],0,0,0
['Phospholipase D family member 4'],[],0,0,0
['PARS'],[],0,0,0
['EPH-like kinase 3'],[],0,0,0
['IRK1'],[],0,0,0
['Protein SSK1'],[],0,0,0
['Non-muscle filamin'],[],0,0,0
['TAS2R23'],[],0,0,0
['GRB2-associated binder 1'],[],0,0,0
['PSMB4'],"['Finger swelling', 'Flexion contracture', 'Arthritis', 'Autosomal recessive inheritance', 'Recurrent infections', 'Lymphadenopathy', 'Periorbital edema', 'Hypertriglyceridemia', 'Hepatomegaly', 'Elevated erythrocyte sedimentation rate', 'Increased circulating antibody level', 'Myositis', 'Recurrent fever', 'Anemia', 'Lipodystrophy', 'Skin rash', 'Acanthosis nigricans', 'Arthralgia', 'Sinusitis', 'Failure to thrive', 'Panniculitis', 'Splenomegaly', 'Conjunctivitis', 'Lymphopenia', 'Thrombocytopenia']",1,0,1
['Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1'],[],0,0,0
['PRKG2'],"['Hypotonia', 'Hypotonia', 'Prominent deltoid tuberosities', 'Broad phalanx', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Wormian bones', 'Rhizomelia', 'Rhizomelia', 'Thin bony cortex', 'Delayed skeletal maturation', 'Disproportionate short stature', 'Infantile onset', 'Generalized hirsutism', 'Feeding difficulties', 'Short phalanx of finger', 'Short metatarsal', 'Juvenile onset', 'Short metacarpal', 'Short 5th metacarpal', 'Short 4th metacarpal', 'Broad thumb', 'Synophrys', 'Short stature', 'Accelerated skeletal maturation', 'Ulnar bowing', 'Flared metaphysis', 'Mesomelia', 'Metaphyseal irregularity', 'Childhood onset', 'Childhood onset', 'Platyspondyly', 'Platyspondyly', 'Enlargement of the costochondral junction', 'Prominent sternum', 'Beaking of vertebral bodies', 'Thoracic platyspondyly', 'Hypertrichosis', 'Short finger', 'Genu valgum', 'Umbilical hernia', 'Broad finger', 'Lumbar hyperlordosis', 'Thoracic kyphosis', 'Thoracic scoliosis', 'Low-set ears', 'Femoral bowing', 'Radial bowing', 'Triangular face', 'Triangular face', 'Genu varum', 'Pointed chin', 'Mandibular prognathia', 'Third degree atrioventricular block', 'Chronic constipation', 'Pes planus', 'Wide nasal bridge', 'Sandal gap', 'Broad toe', 'Short toe', 'Blue sclerae', 'Thick eyebrow']",4,0,4
['HIRA-interacting protein 4'],[],0,0,0
['SAMHD1'],"['Deep white matter hypodensities', 'Abnormal pyramidal sign', 'Intracerebral periventricular calcifications', 'Leukodystrophy', 'Leukodystrophy', 'Hypertonia', 'Seizure', 'Global developmental delay', 'Global developmental delay', 'Spasticity', 'Spasticity', 'Cerebral calcification', 'Spastic tetraplegia', 'Flexion contracture', 'Arthritis', 'Micropenis', 'Plagiocephaly', 'Feeding difficulties in infancy', 'Dystonia', 'Autosomal recessive inheritance', 'Tremor', 'Autosomal dominant inheritance', 'Scoliosis', 'Axial hypotonia', 'Axial hypotonia', 'Hepatosplenomegaly', 'Hypoplasia of the corpus callosum', 'Abnormality of extrapyramidal motor function', 'Lipoatrophy', 'Arrhinencephaly', 'Ventriculomegaly', 'Basal ganglia calcification', 'Porencephalic cyst', 'Intellectual disability, profound', 'Papillary dermal edema', 'Moyamoya phenomenon', 'Infantile onset', 'Infantile onset', 'Congenital onset', 'Muscle stiffness', 'CSF lymphocytic pleiocytosis', 'Increased CSF interferon alpha', 'Chilblains', 'Chilblains', 'Chilblains', 'Chronic CSF lymphocytosis', 'Neonatal alloimmune thrombocytopenia', 'Extrapyramidal muscular rigidity', 'Multifocal cerebral white matter abnormalities', 'Acrocyanosis', 'Developmental regression', 'Loss of speech', 'Difficulty walking', 'Leukoencephalopathy', 'Headache', 'Spastic paraparesis', 'Myositis', 'Developmental glaucoma', 'Demyelinating peripheral neuropathy', 'Calcification of the aorta', 'Neonatal onset', 'Aortic aneurysm', 'Chronic lymphatic leukemia', 'Nystagmus', 'Unexplained fevers', 'Eyelid coloboma', 'Short stature', 'Antenatal onset', 'Hemiplegia/hemiparesis', 'Arthropathy', 'Irritability', 'Irritability', 'Childhood onset', 'Childhood onset', 'Diabetes mellitus', 'Hypothyroidism', 'Raynaud phenomenon', 'Cutaneous photosensitivity', 'Dry skin', 'Dry skin', 'Cutis marmorata', 'Degeneration of the striatum', 'Scaling skin', 'Multiple joint contractures', 'Microcephaly', 'Microcephaly', 'Enchondroma', 'Prolonged neonatal jaundice', 'Hoarse voice', 'Elevated circulating hepatic transaminase concentration', 'Low-set ears', 'Autoimmunity', 'Cardiomegaly', 'Hypertrophic cardiomyopathy', 'Panniculitis', 'Abnormality of eye movement', 'Brain atrophy', 'Convex nasal ridge', 'Ptosis', 'Glaucoma', 'Increased circulating interferon-gamma concentration', 'Increased circulating interferon-gamma concentration', 'Thrombocytopenia']",352,0,352
['Multifunctional protein 2'],[],0,0,0
['SMC protein 1A'],[],0,0,0
['Properdin factor D'],[],0,0,0
['SPIN2'],[],0,0,0
['PNLIP'],"['Steatorrhea', 'Autosomal recessive inheritance', 'Fat malabsorption', 'Neonatal onset', 'Hypocholesterolemia', 'Elevated sweat chloride']",0,0,0
['CYP8A1'],[],0,0,0
['STK6 GN  '],[],0,0,0
['PRKM3'],[],0,0,0
['Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1'],[],0,0,0
['p19A'],[],0,0,0
['CSNK1G2-AS1'],[],0,0,0
['CTSF'],"['Primitive reflex', 'Abnormal pyramidal sign', 'Cerebellar atrophy', 'Mental deterioration', 'Mental deterioration', 'Confusion', 'Seizure', 'Seizure', 'Ataxia', 'Ataxia', 'Dysarthria', 'Spasticity', 'Aplasia/Hypoplasia of the cerebellum', 'Focal-onset seizure', 'Neuronal loss in central nervous system', 'Diffuse cerebral atrophy', 'Hyperreflexia', 'Autosomal recessive inheritance', 'Tremor', 'Tremor', 'Myoclonus', 'Myoclonus', 'Cognitive impairment', 'Bilateral tonic-clonic seizure', 'Gait ataxia', 'Abnormality of extrapyramidal motor function', 'Abnormality of extrapyramidal motor function', 'Babinski sign', 'Cerebral cortical atrophy', 'Ventriculomegaly', 'Central sleep apnea', 'Progressive', 'Motor deterioration', 'Vascular granular osmiophilic material deposition', 'Clumsiness', 'Depression', 'Emotional lability', 'Dementia', 'Dementia', 'Atypical behavior', 'Young adult onset', 'Fingerprint intracellular accumulation of autofluorescent lipopigment storage material', 'Intracellular accumulation of autofluorescent lipopigment storage material', 'Abnormal heart morphology', 'Progressive visual loss', 'Visual loss']",41,0,41
['GPD-M'],[],0,0,0
['BAFF'],[],0,0,0
['BLyS receptor 3'],[],0,0,0
['mGDH'],[],0,0,0
['TSPO'],[],0,0,0
['3.4.21.7'],[],0,0,0
['FAEES3'],[],0,0,0
['Galectin-9'],[],0,0,0
['ILLBP'],[],0,0,0
['PAR1'],[],0,0,0
['NEPII'],[],0,0,0
['5-methyltetrahydrofolate--homocysteine methyltransferase'],[],0,0,0
['FGFR1OP'],[],0,0,0
['DHAP-AT'],[],0,0,0
['CTSC'],"['Arachnodactyly', 'Arachnodactyly', 'Recurrent cutaneous abscess formation', 'Abnormal fingernail morphology', 'Cerebral calcification', 'Tapering pointed ends of distal finger phalanges', 'Congenital palmoplantar hyperkeratosis', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Abnormality of the dentition', 'Severe periodontitis', 'Severe periodontitis', 'Severe periodontitis', 'Severe periodontitis', 'Osteolysis', 'Premature loss of primary teeth', 'Atrophy of alveolar ridges', 'Atrophy of alveolar ridges', 'Liver abscess', 'Generalized hirsutism', 'Sparse body hair', 'Recurrent respiratory infections', 'Nail dystrophy', 'Hypopigmented skin patches', 'Tooth agenesis', 'Cigarette-paper scars', 'Pustule', 'Osteolytic defects of the phalanges of the hand', 'Choroid plexus calcification', 'Periodontitis', 'Gingival recession', 'Hypertrichosis', 'Palmoplantar hyperkeratosis', 'Palmoplantar hyperkeratosis', 'Palmoplantar hyperkeratosis', 'Palmoplantar keratoderma', 'Neoplasm of the skin', 'Abnormality of the nail', 'Recurrent skin infections', 'Gingivitis', 'Melanoma', 'Squamous cell carcinoma', 'Premature loss of teeth', 'Premature loss of teeth', 'Chronic furunculosis', 'Pes planus', 'Recurrent bacterial skin infections', 'Onychogryposis']",0,0,0
['Transmembrane AMPAR regulatory protein gamma-3'],[],0,0,0
['Methyltransferase-like protein 3'],[],0,0,0
['NMMHC II-b'],[],0,0,0
['PEBP'],[],0,0,0
['VHL-interacting deubiquitinating enzyme 2'],[],0,0,0
['GluR-1'],[],0,0,0
['PTPZ'],[],0,0,0
['TPST2'],[],0,0,0
['ACAT2'],"['Sporadic', 'Generalized hypotonia', 'Hypotonia', 'Global developmental delay', 'Chorea', 'Increased circulating lactate concentration', 'Increased serum pyruvate']",14,0,14
['Multicatalytic endopeptidase complex beta chain'],[],0,0,0
['Kynurenine aminotransferase I'],[],0,0,0
['GCN2'],[],0,0,0
['HSP1BP-1'],[],0,0,0
['Serine/threonine-protein kinase TAO3'],[],0,0,0
['Glucose transporter type 8'],[],0,0,0
['hP450RAI'],[],0,0,0
['Type 1 ryanodine receptor'],[],0,0,0
['Choline phosphatase 2'],[],0,0,0
['C-t-PAK2'],[],0,0,0
['Capsaicin receptor'],[],0,0,0
['Ectodermal dysplasia receptor'],[],0,0,0
['Phenol-sulfating phenol sulfotransferase 1'],[],0,0,0
['PGR20'],[],0,0,0
['Selectin P ligand'],[],0,0,0
['PAC1'],[],0,0,0
['Sequestosome-1'],[],0,0,0
['26S proteasome regulatory subunit S10'],[],0,0,0
['IL-1R-3'],[],0,0,0
['Membrane-type-2 matrix metalloproteinase'],[],0,0,0
['PHOSPHO1'],[],0,0,0
['KIF5C'],"['Clonic seizure', 'Intellectual disability, severe', 'Hypertonia', 'Seizure', 'Global developmental delay', 'Cortical dysplasia', 'Spastic tetraplegia', 'Absent speech', 'Autosomal dominant inheritance', 'Hypoplasia of the corpus callosum', 'Polymicrogyria', 'Self-injurious behavior', 'Small hand', 'Fetal akinesia sequence', 'Abnormal repetitive mannerisms', 'Fetal onset', 'Arthrogryposis multiplex congenita', 'Microcephaly', 'Intrauterine growth retardation', 'Short foot', 'Secondary microcephaly']",6,0,6
['Tumor necrosis factor receptor superfamily member 7'],[],0,0,0
['Synonyms=ZC3HDC1'],[],0,0,0
['Subtilisin/kexin-like protease PC7'],[],0,0,0
['HUTCH-I'],[],0,0,0
['GLI'],[],0,0,0
['TAC antigen'],[],0,0,0
['NMDAR2C'],[],0,0,0
['Tryptase gamma heavy chain'],[],0,0,0
['Cysteine-rich protein 1'],[],0,0,0
['WEE1hu'],[],0,0,0
['Succinate receptor 1'],[],0,0,0
['Synonyms=CAS2'],[],0,0,0
['CD_antigen=CD120b'],[],0,0,0
['IRAK'],[],0,0,0
['JmjC domain-containing histone demethylation protein 3B'],[],0,0,0
['ATP1B'],[],0,0,0
['F8VWF'],[],0,0,0
['DEAH-box protein 36'],[],0,0,0
['TDP1'],"['Impaired vibratory sensation', 'Spastic dysarthria', 'Cerebellar atrophy', 'Areflexia', 'Areflexia', 'Seizure', 'Seizure', 'Ataxia', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Dysarthria', 'Spinocerebellar tract degeneration', 'Autosomal recessive inheritance', 'Steppage gait', 'Steppage gait', 'Cerebral atrophy', 'Decreased number of peripheral myelinated nerve fibers', 'Peripheral axonal neuropathy', 'Decreased motor nerve conduction velocity', 'Impaired vibration sensation in the lower limbs', 'Global brain atrophy', 'Pain insensitivity', 'Distal amyotrophy', 'Distal amyotrophy', 'Peripheral neuropathy', 'Sensorimotor neuropathy', 'Juvenile onset', 'Impaired distal proprioception', 'Impaired distal proprioception', 'Cerebellar vermis atrophy', 'Gaze-evoked nystagmus', 'Distal lower limb muscle weakness', 'Hypoalbuminemia', 'Hypoalbuminemia', 'Sensory neuropathy', 'Hypercholesterolemia', 'Hypercholesterolemia', 'Distal sensory impairment', 'Pes cavus', 'Pes cavus']",3,0,3
"['Amiloride-sensitive cation channel 2, neuronal']",[],0,0,0
['RTR'],[],0,0,0
['hRDP'],[],0,0,0
['APH-1a'],[],0,0,0
['LCAT'],"['Renal insufficiency', 'Proteinuria', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Atherosclerosis', 'Decreased lecithin cholesterol acyl transferase level', 'Lymphadenopathy', 'Increased VLDL cholesterol concentration', 'Hypertriglyceridemia', 'Hypertriglyceridemia', 'Hepatomegaly', 'Adult onset', 'Foam cells', 'Corneal arcus', 'Increased LDL cholesterol concentration', 'Decreased HDL cholesterol concentration', 'Decreased HDL cholesterol concentration', 'Decreased HDL cholesterol concentration', 'Opacification of the corneal stroma', 'Angina pectoris', 'Corneal opacity', 'Splenomegaly', 'Visual impairment', 'Normochromic anemia', 'Hemolytic anemia']",1,0,1
['Nucleoside diphosphate-linked moiety X motif 15'],[],0,0,0
['RIPK2'],[],0,0,0
['PRSS12'],"['Intellectual disability, severe', 'Autosomal recessive inheritance', 'Babinski sign', 'Increased circulating lactate concentration', 'Hyperactive deep tendon reflexes', 'Nystagmus', 'Childhood onset', 'Strabismus']",5,0,5
['Pantetheine hydrolase'],[],0,0,0
['ROCK2'],[],0,0,0
['IL-2 receptor subunit alpha'],[],0,0,0
['Spindlin-2B'],[],0,0,0
['DNA polymerase delta subunit p68'],[],0,0,0
['IFN-alpha-21'],[],0,0,0
['EBI3-associated protein of 60 kDa'],[],0,0,0
['KCNH5'],[],0,0,0
['PAZ Piwi domain protein'],[],0,0,0
['G-protein coupled receptor HG57'],[],0,0,0
['IGFBP-8'],[],0,0,0
['N6-adenosine-methyltransferase catalytic subunit'],[],0,0,0
['GLI family zinc finger protein 2'],[],0,0,0
['XPNPEP1'],[],0,0,0
['CGRP-I'],[],0,0,0
['Synonyms=MSK8'],[],0,0,0
['Cytosolic phospholipase A2 gamma'],[],0,0,0
['p38'],[],0,0,0
['Voltage-gated calcium channel subunit alpha Cav1.2'],[],0,0,0
['hSod1'],[],0,0,0
['Diacylglycerol O-acyltransferase 2-like protein 3'],[],0,0,0
['MTND4'],[],0,0,0
['Interferon beta promoter stimulator protein 1'],[],0,0,0
['PYGL'],"['Exercise-induced muscle cramps', 'Motor delay', 'Hypotonia', 'Proteinuria', 'Hepatic fibrosis', 'Cirrhosis', 'Abnormality of the kidney', 'Postnatal growth retardation', 'Autosomal recessive inheritance', 'Hepatocellular carcinoma', 'Postexertional symptom exacerbation', 'Hypertriglyceridemia', 'Hyperuricemia', 'Hepatomegaly', 'Hepatomegaly', 'Postprandial hyperlactemia', 'Sleep abnormality', 'Intermittent lactic acidemia', 'Hypoglycemia', 'Hypoglycemia', 'Ketosis', 'Short stature', 'Hyperlipidemia', 'Hyperlipidemia', 'Irritability', 'Hypercholesterolemia', 'Lactic acidosis', 'Delayed puberty', 'Abdominal distention', 'Osteoporosis', 'Osteopenia', 'Failure to thrive in infancy', 'Failure to thrive', 'Growth delay', 'Portal fibrosis', 'Increased hepatic glycogen content', 'Increased hepatic glycogen content', 'Elevated circulating hepatic transaminase concentration', 'Hypertrophic cardiomyopathy']",0,0,0
['IL-10R subunit 1'],[],0,0,0
['2.7.1.134'],[],0,0,0
['Transcription factor ETR103'],[],0,0,0
['START domain-containing protein 3'],[],0,0,0
['2.1.1.362'],[],0,0,0
['3.4.23.15'],[],0,0,0
['MYO15'],[],0,0,0
['huCdc7'],[],0,0,0
['NADH-ubiquinone oxidoreductase 30 kDa subunit'],[],0,0,0
['Sodium/potassium-transporting ATPase subunit gamma'],[],0,0,0
['1.3.1.72'],[],0,0,0
['ANKRD3'],[],0,0,0
['COPII-associated small GTPase'],[],0,0,0
['Synonyms=ATX'],[],0,0,0
['HNP-1'],[],0,0,0
['SPAST'],"['Genetic anticipation', 'Seizure', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Dysarthria', 'Spastic paraplegia', 'Spasticity', 'Hyperreflexia in upper limbs', 'Lower limb muscle weakness', 'Lower limb muscle weakness', 'Variable expressivity', 'Urinary incontinence', 'Brisk reflexes', 'Hyperreflexia', 'Urinary urgency', 'Urinary urgency', 'Autosomal dominant inheritance', 'Leg muscle stiffness', 'Cognitive impairment', 'Spastic gait', 'Lower limb spasticity', 'Lower limb spasticity', 'Babinski sign', 'Babinski sign', 'Low back pain', 'Impaired vibration sensation in the lower limbs', 'Paraplegia', 'Insidious onset', 'Distal amyotrophy', 'Progressive', 'Memory impairment', 'Degeneration of the lateral corticospinal tracts', 'Nystagmus', 'Functional motor deficit', 'Impaired vibration sensation at ankles', 'Disinhibition', 'Apathy', 'Depression', 'Aggressive behavior', 'Agitation', 'Dementia', 'Ankle clonus', 'Urinary bladder sphincter dysfunction', 'Urinary bladder sphincter dysfunction', 'Pes cavus']",12,0,12
['Receptor activator of nuclear factor kappa-B ligand'],[],0,0,0
['CR1'],[],0,0,0
['RIP2 '],[],0,0,0
['KRTHB5'],[],0,0,0
['S-adenosyl-L-methionine:arsenic(III) methyltransferase'],[],0,0,0
['SS-1-R'],[],0,0,0
['Nuclear receptor subfamily 2 group A member 1'],[],0,0,0
['Aryl hydrocarbon receptor nuclear translocator'],[],0,0,0
['Preptin'],[],0,0,0
['Gamma-aminobutyraldehyde dehydrogenase'],[],0,0,0
['Solute carrier family 1 member 5'],[],0,0,0
['Renal organic anion transporter 1'],[],0,0,0
['Coactivator-associated arginine methyltransferase 1'],[],0,0,0
['ICE-LAP3'],[],0,0,0
['mIL-1RI'],[],0,0,0
['IR1B4'],[],0,0,0
"['NAD-dependent protein lipoamidase sirtuin-4, mitochondrial']",[],0,0,0
['Phosphatidylcholine 2-acylhydrolase 2E'],[],0,0,0
['Membrane-type-3 matrix metalloproteinase'],[],0,0,0
['Bromodomain-containing protein 4'],[],0,0,0
['Thyroid hormone receptor-interacting protein 1'],[],0,0,0
['Transcription factor AP-1 subunit c-Fos'],[],0,0,0
['DYRK1A'],"['Tapered finger', 'Tapered finger', 'Poor speech', 'Dilatation of the renal pelvis', 'Abnormal optic chiasm morphology', 'Intellectual disability, severe', 'Generalized hypotonia', 'Hypertonia', 'Motor delay', 'Gait disturbance', 'Gait disturbance', 'Gait disturbance', 'Intellectual disability, mild', 'Seizure', 'Seizure', 'Seizure', 'Ataxia', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Global developmental delay', 'Global developmental delay', 'Brain imaging abnormality', 'Brain imaging abnormality', 'Chordee', 'Micropenis', 'Micropenis', 'Hypospadias', 'Hypospadias', 'Shawl scrotum', 'Inguinal hernia', 'Cryptorchidism', 'Cryptorchidism', 'Feeding difficulties in infancy', 'Recurrent urinary tract infections', 'Absent speech', 'Absent speech', 'Autosomal dominant inheritance', 'Scoliosis', 'Scoliosis', 'Cleft soft palate', 'Stereotypical hand wringing', 'Stereotypical hand wringing', 'Thick lower lip vermilion', 'Unilateral renal agenesis', 'Unilateral renal agenesis', 'Abnormality of the genitourinary system', 'Pelvic kidney', 'Hydronephrosis', 'Renal cyst', 'Recurrent infections', 'Recurrent infections', 'Pyloric stenosis', 'Gastroesophageal reflux', 'Gastroesophageal reflux', 'Constipation', 'Poor suck', 'Dysphagia', 'Vomiting', 'Abnormality of the cervical spine', 'Bilateral tonic-clonic seizure', 'Hypoplasia of the corpus callosum', 'Hypoplasia of the corpus callosum', 'Polydactyly', 'Posterior pituitary hypoplasia', 'Posterior pituitary hypoplasia', 'Generalized myoclonic seizure', 'Cerebral cortical atrophy', 'Cerebral cortical atrophy', 'Cerebral cortical atrophy', 'Ventriculomegaly', 'Ventriculomegaly', 'Broad-based gait', 'CNS hypomyelination', 'Short 5th toe', 'Gliosis', 'Broad chin', 'Infantile onset', 'Abnormality of neuronal migration', 'Congenital onset', 'Duodenal atresia', 'Birth length less than 3rd percentile', 'Birth length less than 3rd percentile', 'Breast aplasia', 'Attention deficit hyperactivity disorder', 'Feeding difficulties', 'Feeding difficulties', 'Hypoplasia of the brainstem', 'Abnormal brainstem morphology', 'Sleep abnormality', 'Febrile seizure (within the age range of 3 months to 6 years)', 'Febrile seizure (within the age range of 3 months to 6 years)', 'Atonic seizure', 'Incoordination', 'Amblyopia', 'Iris coloboma', 'Hypotelorism', 'Severe global developmental delay', 'Widely spaced teeth', 'Abnormal facial shape', 'Abnormal facial shape', 'Short stature', 'Short stature', 'Hyperactivity', 'Pectus excavatum', 'Pectus excavatum', 'Pectus excavatum', 'Anxiety', 'Anxiety', 'Abnormal repetitive mannerisms', 'Abnormal repetitive mannerisms', 'Delayed speech and language development', 'Delayed speech and language development', 'Inappropriate laughter', 'Aggressive behavior', 'Autism', 'Autistic behavior', 'Autistic behavior', 'Atypical behavior', 'Nasogastric tube feeding in infancy', 'Flexion contracture of finger', 'Abnormal axial skeleton morphology', '2-4 toe cutaneous syndactyly', 'Short nose', 'Abnormality of the endocrine system', 'Hypothyroidism', 'Decreased response to growth hormone stimulation test', 'Happy demeanor', 'Premature thelarche', 'Sacral dimple', 'Osteochondrosis', 'Retrognathia', 'Ankle flexion contracture', 'Kyphosis', 'Kyphosis', 'Microcephaly', 'Microcephaly', 'Microcephaly', 'Thin upper lip vermilion', 'Oligohydramnios', 'Oligohydramnios', 'Polyhydramnios', 'Failure to thrive in infancy', 'Failure to thrive in infancy', 'Failure to thrive', 'Small for gestational age', 'Small for gestational age', 'Small for gestational age', 'Intrauterine growth retardation', 'Intrauterine growth retardation', 'Intrauterine growth retardation', 'Supernumerary tooth', 'Abnormal pinna morphology', 'Thickened helices', 'Hearing impairment', 'Narrow forehead', 'Narrow forehead', 'Micrognathia', 'Aortic valve stenosis', 'Aortic valve stenosis', 'Smooth philtrum', 'Patent ductus arteriosus', 'Aortic regurgitation', 'Aortic regurgitation', 'Ventricular septal defect', 'Ventricular septal defect', 'Abnormal heart morphology', 'Abnormal pulmonary valve morphology', 'Corneal opacity', 'Simple febrile seizure', 'Typical absence seizure', 'Macrotia', 'Astigmatism', 'Astigmatism', 'Strabismus', 'Strabismus', 'Abnormality of the eye', 'Deeply set eye', 'Deeply set eye', 'Deeply set eye', 'Broad nasal tip', 'Short foot', 'Abnormal toe morphology', 'Bulbous nose', 'Protruding ear', 'Protruding ear', 'Abnormal foot morphology', 'Underdeveloped nasal alae', 'Prominent nasal bridge', 'Prominent nasal bridge', 'Cataract', 'Hallux valgus', 'Hallux valgus', 'Abnormality of vision', 'Short toe', 'Upslanted palpebral fissure', 'Exotropia', 'Esotropia', 'Retinal detachment', 'Retinal detachment', 'Hypermetropia', 'Hypermetropia', 'Optic disc pallor', 'Myopia', 'Myopia']",8,0,8
