shared_gene,phenotype,concurrency_phenotype,concurrency_gene,Total_concurrency
['Synonyms=SMT3B'],[],0,0,0
['Josephin-2'],[],0,0,0
['ARP2'],[],0,0,0
['Orexin receptor type 2'],[],0,0,0
['KIAA0708'],[],0,0,0
['OGFRL1'],[],0,0,0
['MMP20'],"['Autosomal recessive inheritance', 'Hypomature enamel', 'Yellow-brown discoloration of the teeth', 'Anterior open-bite malocclusion', 'Amelogenesis imperfecta']",0,0,0
['T-cell translocation protein 2'],[],0,0,0
['CD23A'],[],0,0,0
['3.4.11.9'],[],0,0,0
['Adhesion G-protein coupled receptor F2'],[],0,0,0
['Neuronal voltage-gated calcium channel gamma-8 subunit'],[],0,0,0
['SLC2A14'],[],0,0,0
['SLC21A14'],[],0,0,0
['Synonyms=RIP3'],[],0,0,0
['Exportin-1'],[],0,0,0
['Membrane-associated guanylate kinase inverted 3'],[],0,0,0
['OTUB2'],[],0,0,0
['CD6'],[],0,0,0
['6.1.1.1'],[],0,0,0
['CD_antigen=CD331'],[],0,0,0
['Cytosolic prostaglandin E2 synthase'],[],0,0,0
['PLA2G1B'],[],0,0,0
['SCYA22 '],[],0,0,0
['Glucokinase'],[],0,0,0
['MPT synthase sulfurylase'],[],0,0,0
['Nampt'],[],0,0,0
['CDw338'],[],0,0,0
['Sodium/hydrogen exchanger 1'],[],0,0,0
['SLC21A6'],[],0,0,0
['HHM'],[],0,0,0
['Foocen'],[],0,0,0
['GRS'],[],0,0,0
['NCL'],[],0,0,0
['Transformation-sensitive protein p120'],[],0,0,0
['Tyrosine-protein kinase Srms'],[],0,0,0
['2.3.1.16'],[],0,0,0
['MYLK1'],[],0,0,0
['NUC1'],[],0,0,0
['ANKRD52'],[],0,0,0
['FGFR1 oncogene partner'],[],0,0,0
['UCK'],[],0,0,0
['p70 ribosomal S6 kinase alpha'],[],0,0,0
['Poly [ADP-ribose] polymerase 7'],[],0,0,0
['Histone crotonyltransferase p300'],[],0,0,0
['Iron-regulated transporter 1'],[],0,0,0
['FASN'],[],0,0,0
['Ly-6E'],[],0,0,0
['Hyodeoxycholic acid-specific UDPGT'],[],0,0,0
['RNA-binding protein FXR1'],[],0,0,0
"['UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5']",[],0,0,0
['NGK2'],[],0,0,0
['TYMS'],"['Epiphora', 'Avascular necrosis', 'Global developmental delay', 'Abnormal fingernail morphology', 'Tracheoesophageal fistula', 'Decreased testicular size', 'Digenic inheritance', 'Urethral stenosis', 'Cerebral calcification', 'Hepatic failure', 'Cirrhosis', 'Abnormal testis morphology', 'Neoplasm', 'Basal cell carcinoma', 'Abnormal morphology of female internal genitalia', 'Lymphoma', 'Scoliosis', 'Abnormality of the dentition', 'Abnormality of the dentition', 'Bilateral ptosis', 'Recurrent fractures', 'Oral leukoplakia', 'Oral leukoplakia', 'Recurrent infections', 'Decreased circulating IgA level', 'Malabsorption', 'Gastroesophageal reflux', 'Dysphagia', 'Esophageal stenosis', 'Telangiectasia of the skin', 'Infantile onset', 'Congenital onset', 'Hepatomegaly', 'Premature graying of hair', 'Recurrent respiratory infections', 'Nail dystrophy', 'Nail dystrophy', 'Aplastic/hypoplastic toenail', 'Hypopigmented skin patches', 'Hypermelanotic macule', 'Abnormal palmar dermatoglyphics', 'Abnormality of skin pigmentation', 'Skin vesicle', 'Coarse metaphyseal trabecularization', 'Displacement of the urethral meatus', 'Skin ulcer', 'Juvenile onset', 'Bone marrow hypocellularity', 'Abnormality of coagulation', 'Abnormality of the pharynx', 'Anemia', 'Anemia', 'White hair', 'Taurodontia', 'Sparse eyelashes', 'Carious teeth', 'Hypodontia', 'Short stature', 'Short stature', 'Decreased circulating IgG level', 'Anorectal anomaly', 'Macule', 'Periodontitis', 'Diabetes mellitus', 'Hyperhidrosis', 'Palmoplantar keratoderma', 'Osteoporosis', 'Sparse hair', 'Aplasia/Hypoplasia of the skin', 'Abnormal blistering of the skin', 'Alopecia', 'Alopecia', 'Short telomere length', 'Microcephaly', 'Neoplasm of the pancreas', 'Melanoma', 'Failure to thrive', 'Decreased circulating total IgM', 'Intrauterine growth retardation', 'Intrauterine growth retardation', 'Hearing impairment', 'Hypoplasia of the maxilla', 'Abnormal eyelash morphology', 'Blepharitis', 'Cellular immunodeficiency', 'Splenomegaly', 'Squamous cell carcinoma of the skin', 'Cataract', 'Abnormal eyebrow morphology', 'Abnormality of neutrophils', 'Thrombocytopenia']",3,0,3
['PDH kinase 1'],[],0,0,0
['T-cell surface antigen T3/Leu-4 epsilon chain'],[],0,0,0
['p45skp2'],[],0,0,0
['60S ribosomal protein L36'],[],0,0,0
['USP28'],[],0,0,0
['hCERK'],[],0,0,0
['Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2'],[],0,0,0
['ZBTB7 GN  '],[],0,0,0
['Myristoyl-CoA:protein N-myristoyltransferase 2'],[],0,0,0
['V-ATPase Ac45 subunit'],[],0,0,0
['p90-RSK 1'],[],0,0,0
['CMOAT2'],[],0,0,0
['HTK ligand'],[],0,0,0
['Ox-2-R'],[],0,0,0
['PSMA'],[],0,0,0
['NME1'],[],0,0,0
['hSMURF2'],[],0,0,0
['60S ribosomal protein L39'],[],0,0,0
['HLA class II histocompatibility antigen gamma chain'],[],0,0,0
['ASP beta-hydroxylase'],[],0,0,0
"['Amylo-alpha-1,6-glucosidase']",[],0,0,0
['Serine/threonine-protein kinase 35'],[],0,0,0
['90 kDa diacylglycerol kinase'],[],0,0,0
['Cytochrome P-450c21'],[],0,0,0
['FKBP51'],[],0,0,0
['Aldehyde dehydrogenase 6'],[],0,0,0
['7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase'],[],0,0,0
['Glutamate oxaloacetate transaminase 2'],[],0,0,0
['Insulin B chain'],[],0,0,0
['ILF2'],[],0,0,0
['BRN1'],[],0,0,0
['Baculoviral IAP repeat-containing protein 3'],[],0,0,0
['Pleckstrin homology domain-containing family E member 1'],[],0,0,0
['cGK 1'],[],0,0,0
['TRANCE'],[],0,0,0
['SYNCRIP'],[],0,0,0
['5HT transporter'],[],0,0,0
['Ankyrin repeat and protein kinase domain-containing protein 1'],[],0,0,0
['Atrial natriuretic factor prohormone'],[],0,0,0
['Plasminogen'],[],0,0,0
['Hsp90 co-chaperone'],[],0,0,0
['ARTD17'],[],0,0,0
['Ubiquitin-protein ligase L3'],[],0,0,0
['LIF-R'],[],0,0,0
['IFN-alpha/beta receptor 2'],[],0,0,0
['FNTA'],[],0,0,0
['Laminin receptor homolog'],[],0,0,0
['2.4.3.2'],[],0,0,0
['C3 convertase activator'],[],0,0,0
['BiP'],[],0,0,0
['HMG-CoA reductase'],[],0,0,0
['3.4.21.-'],[],0,0,0
['Acid-sensing ion channel 1'],[],0,0,0
['3.4.21.68'],[],0,0,0
['POK erythroid myeloid ontogenic factor'],[],0,0,0
['Voltage-gated potassium channel subunit Kv1.3'],[],0,0,0
['STE20-related kinase adapter protein alpha'],[],0,0,0
['p53-induced gene 12 protein'],[],0,0,0
['CPF'],[],0,0,0
['DNA helicase V'],[],0,0,0
['CACNG7'],[],0,0,0
['B19'],[],0,0,0
['ZTNF2 '],[],0,0,0
['ITPR3'],"['Distal muscle weakness', 'Polyphagia', 'Areflexia of lower limbs', 'Autosomal dominant inheritance', 'Decreased level of 1,5 anhydroglucitol in serum', 'Polyuria', 'Thenar muscle atrophy', 'Decreased motor nerve conduction velocity', 'Middle age onset', 'Difficulty walking', 'Peripheral neuropathy', 'Polydipsia', 'Ketoacidosis', 'Hyperglycemia', 'Childhood onset', 'Young adult onset', 'Diabetes mellitus', 'Distal sensory impairment', 'Autoimmunity', 'Hammertoe', 'Pes cavus']",8,0,8
['Nuclear receptor subfamily 5 group A member 2'],[],0,0,0
['DNPEP'],[],0,0,0
['Neuronally-expressed EPH-related tyrosine kinase'],[],0,0,0
['B-cell-activating factor receptor'],[],0,0,0
"['GTPase KRas, N-terminally processed']",[],0,0,0
['Transmembrane AMPAR regulatory protein gamma-4'],[],0,0,0
['1.8.4.12'],[],0,0,0
['Gamma-butyrobetaine hydroxylase'],[],0,0,0
['MJD'],[],0,0,0
['Sentrin/SUMO-specific protease SENP8'],[],0,0,0
['S1P receptor Edg-1'],[],0,0,0
['MYH2'],"['Distal muscle weakness', 'Proximal muscle weakness', 'Generalized hypotonia', 'Waddling gait', 'Type 1 muscle fiber predominance', 'Autosomal recessive inheritance', 'Autosomal dominant inheritance', 'Scoliosis', 'Dysphagia', 'Generalized muscle weakness', 'Myopathic facies', 'Congenital onset', 'Increased variability in muscle fiber diameter', 'Scapular winging', 'Ophthalmoplegia', 'Myopathy', 'Muscle fiber inclusion bodies', 'Congenital contracture', 'High palate', 'Neck muscle weakness', 'Ptosis']",5,0,5
['NEK12A'],[],0,0,0
['Leukocyte surface antigen Leu-16'],[],0,0,0
['PTP1E'],[],0,0,0
['TST'],[],0,0,0
['Leukocyte janus kinase'],[],0,0,0
['7.1.1.9'],[],0,0,0
['Vesicular excitatory amino acid transporter'],[],0,0,0
['Voltage-dependent calcium channel subunit alpha-2-4'],[],0,0,0
['Epiligrin 170 kDa subunit'],[],0,0,0
['TNC'],"['Autosomal dominant inheritance', 'Juvenile onset', 'Young adult onset', 'Sensorineural hearing impairment', 'Abnormal vestibular function']",5,0,5
['Thymic stromal lymphopoietin'],[],0,0,0
['TREK-2 K(+) channel subunit'],[],0,0,0
['TaR-5'],[],0,0,0
['SRSF9'],[],0,0,0
['MGMT'],"['Nevus', 'Freckling', 'Abnormality of extrapyramidal motor function', 'Abnormality of the lymphatic system', 'Neoplasm of the breast', 'Dry skin', 'Abnormal hair morphology', 'Neoplasm of the pancreas', 'Melanoma', 'Retinopathy', 'Neoplasm of the stomach']",0,0,0
['DC-SIGN'],[],0,0,0
['CK2N'],[],0,0,0
['SLAM-associated protein'],[],0,0,0
['DNF15S2'],[],0,0,0
['IL8/NAP1 form IV'],[],0,0,0
['WBP-7'],[],0,0,0
['Protein-kinase C-related kinase 1'],[],0,0,0
['H7AP1'],[],0,0,0
['cAMP and cGMP phosphodiesterase 11A'],[],0,0,0
['1.1.1.64'],[],0,0,0
['CD_antigen=CD111'],[],0,0,0
['OTCase'],[],0,0,0
['Cytochrome P450 2C19'],[],0,0,0
['Serine/threonine-protein kinase LATS2'],[],0,0,0
['H-FABP'],[],0,0,0
['CDC2L5'],[],0,0,0
['MIC10'],[],0,0,0
['RPS6KA2'],[],0,0,0
['Phosphatidylinositol 3-kinase regulatory subunit gamma'],[],0,0,0
['Intestinal protein OCI-5'],[],0,0,0
['2.7.7.19'],[],0,0,0
['pCIP'],[],0,0,0
['RLN3 receptor 2'],[],0,0,0
['SREBP-2'],[],0,0,0
['Sodium/myo-inositol transporter 2'],[],0,0,0
['NTPDase 8'],[],0,0,0
['TAF2I '],[],0,0,0
['Gal-NAc6S'],[],0,0,0
['1.14.14.79'],[],0,0,0
['Trimethylamine monooxygenase'],[],0,0,0
['RPL13A'],[],0,0,0
['DAP kinase-related apoptosis-inducing protein kinase 1'],[],0,0,0
['MSLN'],[],0,0,0
['TMEM263'],[],0,0,0
['ADCY5'],"['Intellectual disability, severe', 'Poor head control', 'Motor delay', 'Motor delay', 'Gait disturbance', 'Hypotonia', 'Intellectual disability', 'Choreoathetosis', 'Dysarthria', 'Dysarthria', 'Dysarthria', 'Global developmental delay', 'Limb hypertonia', 'Limb hypertonia', 'Death in childhood', 'Delayed ability to sit', 'Delayed ability to sit', 'Hyperreflexia', 'Hyperreflexia', 'Dystonia', 'Dystonia', 'Dystonia', 'Dystonia', 'Thin corpus callosum', 'Autosomal recessive inheritance', 'Autosomal recessive inheritance', 'Tremor', 'Tremor', 'Autosomal dominant inheritance', 'Myoclonus', 'Myoclonus', 'Myoclonus', 'Myoclonus', 'Axial hypotonia', 'Axial hypotonia', 'Axial hypotonia', 'Axial hypotonia', 'Generalized muscle weakness', 'Chorea', 'Chorea', 'Camptocormia', 'Delayed gross motor development', 'Infantile onset', 'Infantile onset', 'Hypoplasia of the brainstem', 'Frequent falls', 'Intellectual disability, moderate', 'Difficulty walking', 'Resting tremor', 'Resting tremor', 'Dyskinesia', 'Paroxysmal dyskinesia', 'Orofacial dyskinesia', 'Juvenile onset', 'Involuntary movements', 'Delayed ability to walk', 'Delayed ability to walk', 'Abnormality of movement', 'Anxiety', 'Anxiety', 'Delayed speech and language development', 'Delayed speech and language development', 'Agitation', 'Compulsive behaviors', 'Reduced eye contact', 'Hypothyroidism', 'Failure to thrive', 'Facial myokymia', 'Facial myokymia', 'Dilated cardiomyopathy', 'Dilated cardiomyopathy', 'Congestive heart failure', 'Congestive heart failure', 'Cardiomyopathy', 'Cardiomyopathy', 'Delayed ability to roll over', 'Neck muscle weakness']",354,0,354
['Ia antigen-associated invariant chain'],[],0,0,0
['Synonyms=CIA2A'],[],0,0,0
['Zinc finger protein 450'],[],0,0,0
['HPPDase'],[],0,0,0
['CCK-A receptor'],[],0,0,0
['MVD'],"['Autosomal dominant inheritance', 'Parakeratosis', 'Porokeratosis', 'Porokeratosis', 'Cutaneous photosensitivity', 'Pruritus', 'Squamous cell carcinoma']",4,0,4
['G-protein coupled receptor 70'],[],0,0,0
['Autophagy-related protein 1 homolog'],[],0,0,0
['ADRA1D'],[],0,0,0
['DR4'],[],0,0,0
['RNASE5'],[],0,0,0
['CACNG2'],"['Seizure', 'Brain imaging abnormality', 'Autosomal dominant inheritance', 'Intellectual disability, moderate', 'Childhood onset']",7,0,7
['Na(+)/H(+) exchanger NHA2'],[],0,0,0
['SAPK3'],[],0,0,0
['REC'],[],0,0,0
['AP-M'],[],0,0,0
['Human cervical cancer suppressor gene 4 protein'],[],0,0,0
['1.14.99.1'],[],0,0,0
['CMK-BRL-1'],[],0,0,0
['GPR56(N)'],[],0,0,0
['Par14'],[],0,0,0
['JMJD1B'],[],0,0,0
['GPR35'],"['Generalized amyotrophy', 'Encephalopathy', 'Palmar telangiectasia', 'Renal insufficiency', 'Cholestasis', 'Hepatic fibrosis', 'Cirrhosis', 'Celiac disease', 'Hepatitis', 'Hepatosplenomegaly', 'Portal hypertension', 'Hepatocellular carcinoma', 'Abdominal pain', 'Decreased circulating vitamin D concentration', 'Decreased circulating vitamin E concentration', 'Neoplasm of the gallbladder', 'Adenocarcinoma of the large intestine', 'Prolonged prothrombin time', 'Polyclonal elevation of IgM', 'Decreased circulating vitamin K concentration', 'Hepatomegaly', 'Pleural effusion', 'Histiocytosis', 'Elevated alkaline phosphatase of hepatic origin', 'Type I diabetes mellitus', 'Thyroiditis', 'Chronic hepatic failure', 'Cholelithiasis', 'Reduced circulating vitamin A concentration', 'Fever', 'Hypoalbuminemia', 'Abnormal large intestine physiology', 'Depression', 'Ulcerative colitis', 'Pruritus', 'Jaundice', 'Osteoporosis', 'Osteopenia', 'Ascites', 'Fatigue', 'Amyloidosis', 'Acute hepatic failure', 'Elevated circulating hepatic transaminase concentration', 'Cholangiocarcinoma', 'Autoimmunity', 'Dilated superficial abdominal veins', 'Congestive heart failure', 'Pancreatitis', 'Abnormal biliary tract morphology', 'Splenomegaly', 'Recurrent systemic pyogenic infections', 'Weight loss', 'Uveitis', 'Spider hemangioma', 'Abnormal eosinophil morphology']",6,0,6
['1-AGP acyltransferase 9'],[],0,0,0
['bHLHe32'],[],0,0,0
['TNF'],"['Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Non-Mendelian inheritance', 'Nausea', 'Vomiting', 'Migraine without aura', 'Asthma', 'Migraine with aura', 'Phonophobia', 'Bronchoconstriction', 'Photophobia', 'Airway hyperresponsiveness']",4,0,4
['RET51'],[],0,0,0
['Cathepsin X'],[],0,0,0
['IRS-1'],[],0,0,0
['ARHB'],[],0,0,0
['Tyrosine-protein kinase TXK'],[],0,0,0
['Urotensin II receptor'],[],0,0,0
['ERR-alpha'],[],0,0,0
['COQ8A'],"['Increased CSF lactate', 'Increased CSF lactate', 'Abnormal pyramidal sign', 'Abnormal pyramidal sign', 'Proximal muscle weakness', 'Proximal muscle weakness', 'Cerebellar atrophy', 'Cerebellar atrophy', 'Seizure', 'Seizure', 'Hypotonia', 'Hypotonia', 'Ataxia', 'Intellectual disability', 'Global developmental delay', 'Brisk reflexes', 'Hyperreflexia', 'Hyperreflexia', 'Dystonia', 'Autosomal recessive inheritance', 'Tremor', 'Tremor', 'Myoclonus', 'Myoclonus', 'Axial hypotonia', 'Talipes cavus equinovarus', 'Progressive cerebellar ataxia', 'Increased circulating lactate concentration', 'Increased circulating lactate concentration', 'EMG abnormality', 'Infantile onset', 'Exercise intolerance', 'Exercise intolerance', 'Developmental regression', 'Intellectual disability, moderate', 'Generalized tonic seizure', 'Gynecomastia', 'Childhood onset', 'Neurodevelopmental delay', 'Focal T2 hypointense basal ganglia lesion', 'Lactic acidosis', 'Lactic acidosis', 'Epilepsia partialis continua', 'Decreased level of coenzyme Q10 in skeletal muscle', 'Increased intramyocellular lipid droplets', 'Elevated lactate:pyruvate ratio', 'Hearing impairment', 'Strabismus', 'Strabismus', 'Pes cavus', 'Ptosis']",353,0,353
['Tyrosine-protein kinase-defective receptor EPH-6'],[],0,0,0
['ALT1'],[],0,0,0
['Nuclear matrix protein 238'],[],0,0,0
['SSP1'],[],0,0,0
['Cytochrome P450-DB1'],[],0,0,0
['KLF5'],[],0,0,0
['E2 ubiquitin-conjugating enzyme L3'],[],0,0,0
['Upstream regulatory element-binding protein 1'],[],0,0,0
['DAO'],"['Language impairment', 'Dysarthria', 'Spasticity', 'Motor neuron atrophy', 'Amyotrophic lateral sclerosis', 'Lower limb muscle weakness', 'Jaw hyperreflexia', 'Hyperreflexia', 'Laryngospasm', 'Progressive distal muscular atrophy', 'Abnormal respiratory system physiology', 'Nausea and vomiting', 'Dysphagia', 'Generalized muscle weakness', 'Cognitive impairment', 'Dyspnea', 'Muscle spasm', 'Frontotemporal dementia', 'Paralysis', 'Babinski sign', 'Upper limb muscle weakness', 'Neurodegeneration', 'Fasciculations', 'Sleep abnormality', 'Progressive spinal muscular atrophy', 'Foot dorsiflexor weakness', 'Cachexia', 'Anxiety', 'Depression', 'Emotional lability', 'Agitation', 'Atypical behavior', 'Skeletal muscle atrophy', 'Xerostomia', 'Respiratory failure', 'Fatigue', 'Fatigable weakness of respiratory muscles', 'Fatigable weakness of swallowing muscles', 'Fatigable weakness of bulbar muscles', 'Tongue atrophy', 'Pain']",14,0,14
['TGM3'],"['Juvenile cataract', 'Trichodysplasia', 'Autosomal recessive inheritance', 'Infantile onset', 'Woolly hair', 'Pili canaliculi', 'Patchy alopecia', 'Coarse hair', 'White hair', 'Abnormal hair morphology', 'Uncombable hair']",0,0,0
"['Myosin heavy chain, cardiac muscle alpha isoform']",[],0,0,0
['DCD'],[],0,0,0
['MK5'],[],0,0,0
['CBX'],[],0,0,0
['FLC3B '],[],0,0,0
"['5-demethoxyubiquinone hydroxylase, mitochondrial']",[],0,0,0
['Dual specificity protein phosphatase 22'],[],0,0,0
['SALL4'],"['Preaxial hand polydactyly', 'Preaxial hand polydactyly', 'Preaxial hand polydactyly', 'Abnormal thumb morphology', 'Brachydactyly', 'Syndactyly', 'Marcus Gunn jaw winking synkinesis', 'Triphalangeal thumb', 'Triphalangeal thumb', 'Triphalangeal thumb', 'Triphalangeal thumb', 'Triphalangeal thumb', 'Duane anomaly', 'Duane anomaly', 'Slit-like opening of the exterior auditory meatus', 'Seizure', 'Global developmental delay', 'Small thenar eminence', 'Small thenar eminence', 'Intestinal malrotation', 'Finger syndactyly', 'Irregular hyperpigmentation', 'Limited interphalangeal movement', 'Renal hypoplasia/aplasia', 'Shoulder dislocation', 'Renal hypoplasia', 'Ectopic kidney', 'Horseshoe kidney', 'Horseshoe kidney', 'Vesicoureteral reflux', 'Vesicoureteral reflux', 'Joint stiffness', 'Bladder diverticulum', 'Plagiocephaly', 'Postnatal growth retardation', 'Abnormal dermatoglyphics', 'Autosomal dominant inheritance', 'Autosomal dominant inheritance', 'Scoliosis', 'Scoliosis', 'Scoliosis', 'Absent radius', 'Absent radius', 'Vascular dilatation', 'Carpal bone hypoplasia', 'Cleft palate', 'Rectovaginal fistula', 'Rectovaginal fistula', 'Pectoralis hypoplasia', 'Pectoralis major hypoplasia', 'Limited wrist movement', 'Hydronephrosis', 'Renal agenesis', 'Anal stenosis', 'Anal atresia', 'Anal atresia', 'Anal atresia', 'Frontal bossing', 'Abnormal form of the vertebral bodies', 'Radial deviation of the hand', 'Crossed fused renal ectopia', 'Crossed fused renal ectopia', 'Vertebral segmentation defect', 'Aplasia/Hypoplasia of the thumb', 'Low posterior hairline', 'Renal malrotation', 'Renal malrotation', 'Congenital onset', 'Congenital onset', 'Aganglionic megacolon', 'Aganglionic megacolon', 'Carpal synostosis', 'Short distal phalanx of the thumb', 'Facial palsy', 'Severe short stature', 'Hypopigmented skin patches', 'Upper limb undergrowth', 'Absent thumb', 'Absent thumb', 'Short thumb', 'Short thumb', 'Short thumb', 'Short thumb', 'Broad hallux phalanx', 'Nystagmus', 'Nystagmus', 'Impaired ocular abduction', 'Impaired ocular abduction', 'Amblyopia', 'Leukocytosis', 'Leukocytosis', 'Blepharospasm', 'Impaired convergence', 'Iris coloboma', 'Iris coloboma', 'Iris coloboma', 'Abnormal pupil morphology', 'Aplasia of metacarpal bones', 'Narrow internal auditory canal', 'Short 1st metacarpal', 'Patchy hypopigmentation of hair', 'Upper limb muscle hypoplasia', 'Palpebral fissure narrowing on adduction', 'Oculomotor apraxia', 'Abnormal vertebral segmentation and fusion', 'Abnormal cardiovascular system morphology', 'Hypoplasia of the ulna', 'Hypoplasia of the ulna', 'Hypoplasia of the ulna', 'Short palpebral fissure', 'Short palpebral fissure', 'Anorectal anomaly', 'Short hallux', 'Short humerus', 'Short humerus', 'Short femur', 'Short clavicles', 'Skeletal muscle atrophy', 'Spina bifida occulta', 'Spina bifida occulta', 'Preaxial polydactyly', 'Preaxial polydactyly', 'Gustatory lacrimation', 'Arrhythmia', 'Epicanthus', 'Epicanthus', 'Oculomotor nerve palsy', 'Optic disc hypoplasia', 'Optic disc hypoplasia', 'Optic disc hypoplasia', 'Abnormal morphology of the radius', 'Synostosis of carpal bones', 'Microcephaly', 'Paroxysmal tonic upgaze', 'Everted lower lip vermilion', 'Aplasia/Hypoplasia of the radius', 'Central heterochromia', 'Camptodactyly', 'Preauricular skin tag', 'Abnormal pinna morphology', 'Vertebral fusion', 'Fused cervical vertebrae', 'Hearing impairment', 'Hearing impairment', 'Hearing impairment', 'Limited elbow movement', 'Micrognathia', 'Hypertelorism', 'Hypertelorism', 'Patent ductus arteriosus', 'Radioulnar synostosis', 'Radioulnar synostosis', 'Hypoplasia of the radius', 'Hypoplasia of the radius', 'Hypoplasia of the radius', 'Hypoplasia of the radius', 'Facial asymmetry', 'Facial asymmetry', 'Ventricular septal defect', 'Tetralogy of Fallot', 'Tetralogy of Fallot', 'Atrial septal defect', 'Radial club hand', 'Hypoplastic iris stroma', 'Aplastic clavicle', 'Abnormal nasopharynx morphology', 'Sensorineural hearing impairment', 'Sensorineural hearing impairment', 'Sensorineural hearing impairment', 'Conductive hearing impairment', 'Stenosis of the external auditory canal', 'Strabismus', 'Strabismus', 'Strabismus', 'Strabismus', 'Strabismus', 'Retinal coloboma', 'Microcornea', 'Microcornea', 'Abnormality of eye movement', 'Deeply set eye', 'Anteverted nares', 'Hypoplasia of deltoid muscle', 'Short neck', 'Webbed neck', 'Toe syndactyly', 'Pes planus', 'Choanal atresia', 'Choanal stenosis', 'Talipes equinovarus', 'Wide nasal bridge', 'Compensatory head posture', 'Cataract', 'Cataract', 'Aniridia', 'Sandal gap', 'Sandal gap', 'Ptosis', 'Ptosis', 'Visual impairment', 'Blepharophimosis', 'Coloboma', 'Optic disc coloboma', 'Microphthalmia', 'Microphthalmia', 'Chorioretinal coloboma', 'Chorioretinal coloboma', 'Talipes', 'Impaired ocular adduction', 'Impaired ocular adduction', 'Thrombocytopenia', 'Thrombocytopenia', 'External ophthalmoplegia']",11,0,11
['Monocyte-derived neutrophil chemotactic factor'],[],0,0,0
['LRRC59'],[],0,0,0
['Bone morphogenetic protein receptor type-1A'],[],0,0,0
['ADP receptor'],[],0,0,0
['QR2'],[],0,0,0
['Never in mitosis A-related kinase 10'],[],0,0,0
['Hair keratin K2.11'],[],0,0,0
['ILA'],[],0,0,0
['Fatty acid-binding protein 3'],[],0,0,0
['BCL2L5'],[],0,0,0
['Leucine-rich repeat-containing G-protein coupled receptor 7'],[],0,0,0
['Potassium channel subfamily K member 4'],[],0,0,0
['DNA MTase HsaIIIA'],[],0,0,0
['Kinesin-like protein KIF7'],[],0,0,0
['hEK2'],[],0,0,0
['GLYT2'],[],0,0,0
"['Keratin, type II cuticular Hb6']",[],0,0,0
['RNase 5'],[],0,0,0
['ZNFN1A1'],[],0,0,0
['FNRB'],[],0,0,0
['VPARP'],[],0,0,0
['Oxysterols receptor LXR-alpha'],[],0,0,0
['KIAA1734'],[],0,0,0
['SPATA5'],[],0,0,0
['UTE'],[],0,0,0
['GlcNAc 6-P deacetylase'],[],0,0,0
['Atriopeptin I'],[],0,0,0
['Protein H4'],[],0,0,0
['K3'],[],0,0,0
"[""CK II alpha'""]",[],0,0,0
['RNA-binding region-containing protein 2'],[],0,0,0
['Class B basic helix-loop-helix protein 24'],[],0,0,0
['Synonyms=BGR'],[],0,0,0
['mGluR6'],[],0,0,0
['JMJD2A'],[],0,0,0
['Laminin-3 subunit gamma'],[],0,0,0
['Translation initiation factor IF-2'],[],0,0,0
['IFN-R-2'],[],0,0,0
['EPH-related receptor tyrosine kinase ligand 5'],[],0,0,0
['CH24H'],[],0,0,0
['Hexokinase-B'],[],0,0,0
['G-protein coupled receptor 140'],[],0,0,0
['PCTP-L'],[],0,0,0
['Retinaldehyde-specific dehydrogenase type 2'],[],0,0,0
['ACEH'],[],0,0,0
