,SID,Source Name,Registry Identifier,CID
3562,53790302,Comparative Toxicogenomics Database (CTD),D001562,
3563,53790303,Comparative Toxicogenomics Database (CTD),C458508,2777391
3564,53790304,Comparative Toxicogenomics Database (CTD),C043562,10680
3565,53790305,Comparative Toxicogenomics Database (CTD),D037342,
3566,53790306,Comparative Toxicogenomics Database (CTD),D001371,9704
3567,53790307,Comparative Toxicogenomics Database (CTD),C067354,12329
3568,53790308,Comparative Toxicogenomics Database (CTD),C476105,9844020
3569,53790309,Comparative Toxicogenomics Database (CTD),C501167,9882863
3570,53790310,Comparative Toxicogenomics Database (CTD),C121718,3081364
3571,53790311,Comparative Toxicogenomics Database (CTD),D008713,1349907
3572,53790312,Comparative Toxicogenomics Database (CTD),C000474,115361
3573,53790313,Comparative Toxicogenomics Database (CTD),D012739,
3574,53790314,Comparative Toxicogenomics Database (CTD),C036617,91588
3575,53790315,Comparative Toxicogenomics Database (CTD),C001390,247304
3576,53790316,Comparative Toxicogenomics Database (CTD),C037304,5281873
3577,53790317,Comparative Toxicogenomics Database (CTD),C104006,105101
3578,53790318,Comparative Toxicogenomics Database (CTD),C013733,7499
3579,53790319,Comparative Toxicogenomics Database (CTD),C008542,4247
3580,53790320,Comparative Toxicogenomics Database (CTD),C095764,9816617
3581,53790321,Comparative Toxicogenomics Database (CTD),C012891,39985
3582,53790322,Comparative Toxicogenomics Database (CTD),D006843,
3583,53790323,Comparative Toxicogenomics Database (CTD),D019326,6238
3584,53790324,Comparative Toxicogenomics Database (CTD),C095105,82146
3585,53790325,Comparative Toxicogenomics Database (CTD),D011739,4993
3586,53790326,Comparative Toxicogenomics Database (CTD),D007548,6883
3587,53790327,Comparative Toxicogenomics Database (CTD),C439964,
3588,53790328,Comparative Toxicogenomics Database (CTD),D018350,1221
3589,53790329,Comparative Toxicogenomics Database (CTD),D013876,8030
3590,53790330,Comparative Toxicogenomics Database (CTD),D008294,4004
3591,53790331,Comparative Toxicogenomics Database (CTD),C026942,7040
3592,53790332,Comparative Toxicogenomics Database (CTD),D008753,7543
3593,53790333,Comparative Toxicogenomics Database (CTD),C078901,92262
3594,53790334,Comparative Toxicogenomics Database (CTD),D048789,56842207
3595,53790335,Comparative Toxicogenomics Database (CTD),C104428,9870520
3596,53790336,Comparative Toxicogenomics Database (CTD),C013592,5281647
3597,53790337,Comparative Toxicogenomics Database (CTD),D011802,441074
3598,53790338,Comparative Toxicogenomics Database (CTD),D001551,
3599,53790339,Comparative Toxicogenomics Database (CTD),D001514,133082063
3600,53790340,Comparative Toxicogenomics Database (CTD),C049347,3547
3601,53790341,Comparative Toxicogenomics Database (CTD),D011318,4906
3602,53790342,Comparative Toxicogenomics Database (CTD),C078846,11226684
3603,53790343,Comparative Toxicogenomics Database (CTD),C513118,
3604,53790344,Comparative Toxicogenomics Database (CTD),C031337,7003
3605,53790345,Comparative Toxicogenomics Database (CTD),D007975,5280492
3606,53790346,Comparative Toxicogenomics Database (CTD),C493248,4418415
3607,53790347,Comparative Toxicogenomics Database (CTD),C013531,14457
3608,53790348,Comparative Toxicogenomics Database (CTD),D006845,
3609,53790349,Comparative Toxicogenomics Database (CTD),D006835,
3610,53790350,Comparative Toxicogenomics Database (CTD),C024565,11
3611,53790351,Comparative Toxicogenomics Database (CTD),C054634,494471
3612,53790352,Comparative Toxicogenomics Database (CTD),C007433,107835
3613,53790353,Comparative Toxicogenomics Database (CTD),D011458,31217
3614,53790354,Comparative Toxicogenomics Database (CTD),D011441,657298
3615,53790355,Comparative Toxicogenomics Database (CTD),C078131,132519
3616,53790356,Comparative Toxicogenomics Database (CTD),C054365,6592
3617,53790357,Comparative Toxicogenomics Database (CTD),C038091,7184
3618,53790358,Comparative Toxicogenomics Database (CTD),D001280,2256
3619,53790359,Comparative Toxicogenomics Database (CTD),C025968,7002
3620,53790360,Comparative Toxicogenomics Database (CTD),D008719,4106
3621,53790361,Comparative Toxicogenomics Database (CTD),C002491,15134
3622,53790362,Comparative Toxicogenomics Database (CTD),D011343,4914
3623,53790363,Comparative Toxicogenomics Database (CTD),D011335,4910
3624,53790364,Comparative Toxicogenomics Database (CTD),C031385,227
3625,53790365,Comparative Toxicogenomics Database (CTD),C008642,13243
3626,53790366,Comparative Toxicogenomics Database (CTD),C030957,6860
3627,53790367,Comparative Toxicogenomics Database (CTD),D012531,4336830
3628,53790368,Comparative Toxicogenomics Database (CTD),C512910,513197
3629,53790369,Comparative Toxicogenomics Database (CTD),C422910,176873
3630,53790370,Comparative Toxicogenomics Database (CTD),C008215,123960
3631,53790371,Comparative Toxicogenomics Database (CTD),D011564,6199
3632,53790372,Comparative Toxicogenomics Database (CTD),C480543,6914657
3633,53790373,Comparative Toxicogenomics Database (CTD),D007980,6047
3634,53790374,Comparative Toxicogenomics Database (CTD),D006017,44176376
3635,53790375,Comparative Toxicogenomics Database (CTD),C053428,2419
3636,53790376,Comparative Toxicogenomics Database (CTD),C450419,9889515
3637,53790377,Comparative Toxicogenomics Database (CTD),C012629,3083544
3638,53790378,Comparative Toxicogenomics Database (CTD),D011284,8955
3639,53790379,Comparative Toxicogenomics Database (CTD),D011719,9261
3640,53790380,Comparative Toxicogenomics Database (CTD),C041635,4369188
3641,53790381,Comparative Toxicogenomics Database (CTD),D011433,4946
3642,53790382,Comparative Toxicogenomics Database (CTD),C012160,17174
3643,53790383,Comparative Toxicogenomics Database (CTD),C077580,124428
3644,53790384,Comparative Toxicogenomics Database (CTD),C053342,56841987
3645,53790385,Comparative Toxicogenomics Database (CTD),C054116,5463854
3646,53790386,Comparative Toxicogenomics Database (CTD),C008838,17435
3647,53790387,Comparative Toxicogenomics Database (CTD),C121153,6449767
3648,53790388,Comparative Toxicogenomics Database (CTD),C445860,6434006
3649,53790389,Comparative Toxicogenomics Database (CTD),C404743,6918412
3650,53790390,Comparative Toxicogenomics Database (CTD),C031132,6377
3651,53790391,Comparative Toxicogenomics Database (CTD),C037548,24561
3652,53790392,Comparative Toxicogenomics Database (CTD),C422925,5393152
3653,53790393,Comparative Toxicogenomics Database (CTD),D013750,31373
3654,53790394,Comparative Toxicogenomics Database (CTD),D018492,
3655,53790395,Comparative Toxicogenomics Database (CTD),C001335,6901
3656,53790396,Comparative Toxicogenomics Database (CTD),C001329,23205
3657,53790397,Comparative Toxicogenomics Database (CTD),D006862,402
3658,53790398,Comparative Toxicogenomics Database (CTD),D006838,
3659,53790399,Comparative Toxicogenomics Database (CTD),D007741,3869
3660,53790400,Comparative Toxicogenomics Database (CTD),D011748,1057
3661,53790401,Comparative Toxicogenomics Database (CTD),C030299,7516
3662,53790402,Comparative Toxicogenomics Database (CTD),C421324,10053416
3663,53790403,Comparative Toxicogenomics Database (CTD),D024483,4055
3664,53790404,Comparative Toxicogenomics Database (CTD),C071693,107686
3665,53790405,Comparative Toxicogenomics Database (CTD),D011223,4891
3666,53790406,Comparative Toxicogenomics Database (CTD),C486182,102614
3667,53790407,Comparative Toxicogenomics Database (CTD),C109005,485475
3668,53790408,Comparative Toxicogenomics Database (CTD),D047310,5280443
3669,53790409,Comparative Toxicogenomics Database (CTD),C474941,5282105
3670,53790410,Comparative Toxicogenomics Database (CTD),C032208,10819
3671,53790411,Comparative Toxicogenomics Database (CTD),D014051,11443
3672,53790412,Comparative Toxicogenomics Database (CTD),C115354,148195
3673,53790413,Comparative Toxicogenomics Database (CTD),D007444,
3674,53790414,Comparative Toxicogenomics Database (CTD),D001542,28780
3675,53790415,Comparative Toxicogenomics Database (CTD),C079198,54715158
3676,53790416,Comparative Toxicogenomics Database (CTD),C036466,2196
3677,53790417,Comparative Toxicogenomics Database (CTD),C055328,441922
3678,53790418,Comparative Toxicogenomics Database (CTD),D000348,14421
3679,53790419,Comparative Toxicogenomics Database (CTD),D008731,4115
3680,53790420,Comparative Toxicogenomics Database (CTD),C025349,61639
3681,53790421,Comparative Toxicogenomics Database (CTD),C037311,6332
3682,53790422,Comparative Toxicogenomics Database (CTD),C121329,5388925
3683,53790423,Comparative Toxicogenomics Database (CTD),D000537,9989226
3684,53790424,Comparative Toxicogenomics Database (CTD),D006052,22318
3685,53790425,Comparative Toxicogenomics Database (CTD),D019900,3036289
3686,53790426,Comparative Toxicogenomics Database (CTD),C506698,11545682
3687,53790427,Comparative Toxicogenomics Database (CTD),C024587,5311387
3688,53790428,Comparative Toxicogenomics Database (CTD),C054619,11123
3689,53790429,Comparative Toxicogenomics Database (CTD),D011480,
3690,53790430,Comparative Toxicogenomics Database (CTD),D011419,4939
3691,53790431,Comparative Toxicogenomics Database (CTD),C019417,43
3692,53790432,Comparative Toxicogenomics Database (CTD),C518540,11784736
3693,53790433,Comparative Toxicogenomics Database (CTD),C077792,4881
3694,53790434,Comparative Toxicogenomics Database (CTD),C042514,104815
3695,53790435,Comparative Toxicogenomics Database (CTD),C079391,2733513
3696,53790436,Comparative Toxicogenomics Database (CTD),C078903,5288149
3697,53790437,Comparative Toxicogenomics Database (CTD),C030984,31423
3698,53790438,Comparative Toxicogenomics Database (CTD),D002085,19665
3699,53790439,Comparative Toxicogenomics Database (CTD),C030325,
3700,53790440,Comparative Toxicogenomics Database (CTD),C002101,443119
3701,53790441,Comparative Toxicogenomics Database (CTD),D000584,16231
3702,53790442,Comparative Toxicogenomics Database (CTD),D006918,3657
3703,53790443,Comparative Toxicogenomics Database (CTD),C007262,40024
3704,53790444,Comparative Toxicogenomics Database (CTD),D001554,241
3705,53790445,Comparative Toxicogenomics Database (CTD),C012456,11473
3706,53790446,Comparative Toxicogenomics Database (CTD),C110962,331775
3707,53790447,Comparative Toxicogenomics Database (CTD),C116926,5090
3708,53790448,Comparative Toxicogenomics Database (CTD),C405354,1694
3709,53790449,Comparative Toxicogenomics Database (CTD),C066668,123964
3710,53790450,Comparative Toxicogenomics Database (CTD),D013751,5284462
3711,53790451,Comparative Toxicogenomics Database (CTD),D006220,3559
3712,53790452,Comparative Toxicogenomics Database (CTD),D011280,31402
3713,53790453,Comparative Toxicogenomics Database (CTD),C012568,25670
3714,53790454,Comparative Toxicogenomics Database (CTD),D011224,68546
3715,53790455,Comparative Toxicogenomics Database (CTD),D011190,9032
3716,53790456,Comparative Toxicogenomics Database (CTD),C079389,637564
3717,53790457,Comparative Toxicogenomics Database (CTD),C405603,9831414
3718,53790458,Comparative Toxicogenomics Database (CTD),C013983,443955
3719,53790459,Comparative Toxicogenomics Database (CTD),D006914,
3720,53790460,Comparative Toxicogenomics Database (CTD),D043343,5995
3721,53790461,Comparative Toxicogenomics Database (CTD),C054919,246598
3722,53790462,Comparative Toxicogenomics Database (CTD),C019257,11559
3723,53790463,Comparative Toxicogenomics Database (CTD),C120029,10666346
3724,53790464,Comparative Toxicogenomics Database (CTD),D000305,66249
3725,53790465,Comparative Toxicogenomics Database (CTD),D013844,9256
3726,53790466,Comparative Toxicogenomics Database (CTD),C120851,6440181
3727,53790467,Comparative Toxicogenomics Database (CTD),C043377,1988
3728,53790468,Comparative Toxicogenomics Database (CTD),C055331,5310987
3729,53790469,Comparative Toxicogenomics Database (CTD),C487049,11396600
3730,53790470,Comparative Toxicogenomics Database (CTD),C463260,5330548
3731,53790471,Comparative Toxicogenomics Database (CTD),D011522,1038
3732,53790472,Comparative Toxicogenomics Database (CTD),C066851,163659
3733,53790473,Comparative Toxicogenomics Database (CTD),C110904,60953
3734,53790474,Comparative Toxicogenomics Database (CTD),C031927,785
3735,53790475,Comparative Toxicogenomics Database (CTD),C042686,5281520
3736,53790476,Comparative Toxicogenomics Database (CTD),D006632,774
3737,53790477,Comparative Toxicogenomics Database (CTD),C095104,3922
3738,53790478,Comparative Toxicogenomics Database (CTD),D011738,4992
3739,53790479,Comparative Toxicogenomics Database (CTD),C001758,77082
3740,53790480,Comparative Toxicogenomics Database (CTD),D007559,
3741,53790481,Comparative Toxicogenomics Database (CTD),D011241,5865
3742,53790482,Comparative Toxicogenomics Database (CTD),D047348,452707
3743,53790483,Comparative Toxicogenomics Database (CTD),C462945,3481673
3744,53790484,Comparative Toxicogenomics Database (CTD),D001397,33184
3745,53790485,Comparative Toxicogenomics Database (CTD),C067943,20083
3746,53790486,Comparative Toxicogenomics Database (CTD),C013067,10893
3747,53790487,Comparative Toxicogenomics Database (CTD),C452139,156422
3748,53790488,Comparative Toxicogenomics Database (CTD),C031183,5281
3749,53790489,Comparative Toxicogenomics Database (CTD),C030371,135444742
3750,53790490,Comparative Toxicogenomics Database (CTD),D000166,9215
3751,53790491,Comparative Toxicogenomics Database (CTD),C404768,151194
3752,53790492,Comparative Toxicogenomics Database (CTD),C037386,83944
3753,53790493,Comparative Toxicogenomics Database (CTD),C012655,4495
3754,53790494,Comparative Toxicogenomics Database (CTD),C024626,105044
3755,53790495,Comparative Toxicogenomics Database (CTD),D012765,8742
3756,53790496,Comparative Toxicogenomics Database (CTD),C450832,
3757,53790497,Comparative Toxicogenomics Database (CTD),C089995,3081884
3758,53790498,Comparative Toxicogenomics Database (CTD),C500085,206044
3759,53790499,Comparative Toxicogenomics Database (CTD),C037556,7921
3760,53790500,Comparative Toxicogenomics Database (CTD),C403900,
3761,53790501,Comparative Toxicogenomics Database (CTD),C109641,6433095
3762,53790502,Comparative Toxicogenomics Database (CTD),C030438,107858
3763,53790503,Comparative Toxicogenomics Database (CTD),D006861,784
3764,53790504,Comparative Toxicogenomics Database (CTD),C007168,30773
3765,53790505,Comparative Toxicogenomics Database (CTD),D007978,26879
3766,53790506,Comparative Toxicogenomics Database (CTD),C053603,7970
3767,53790507,Comparative Toxicogenomics Database (CTD),C518393,
3768,53790508,Comparative Toxicogenomics Database (CTD),C065382,444036
3769,53790509,Comparative Toxicogenomics Database (CTD),D006118,441140
3770,53790510,Comparative Toxicogenomics Database (CTD),C036006,34312
3771,53790511,Comparative Toxicogenomics Database (CTD),C065757,54677470
3772,53790512,Comparative Toxicogenomics Database (CTD),C043561,5281607
3773,53790513,Comparative Toxicogenomics Database (CTD),C469937,11957495
